application-transaction,confirmed-round,fee,first-valid,genesis-id,global-state-delta,id,intra-round-offset,last-valid,receiver-rewards,round-time,sender,signature,tx-type
"{'accounts': [], 'application-args': [], 'application-id': 0, 'approval-program': 'CCACAAEmCwARc3VibWlzc2lvbl9wZXJpb2QDc3QtAmMtA2FnLRFjYW5kaWRhdGVfY291bnRlchVwb2xsaW5nX2FnZW50X2NvdW50ZXIXcG9sbGluZ19zdGF0aW9uX2NvdW50ZXISc3VibWlzc2lvbl9jb3VudGVyAnMtBBUffHUxGyISQAFtNhoAgASQObbiEkABUTYaAIAEKemzzBJAATU2GgCABGqDIH0SQAEZNhoAgATl4BT7EkAA/TYaAIAE3uLiRBJAAOE2GgCABNbCV2MSQADFNhoAgAQqmzQ5EkAAqTYaAIAEC4WcrhJAAI02GgCABJNSMVASQABxNhoAgAQP0G6fEkAAVTYaAIAEQaA0pRJAADk2GgCABHF747YSQAAdNhoAgATGa/f2EkAAAQAxGSISMRgiExBEiARWI0MxGSISMRgiExBEiAQ3I0MxGSISMRgiExBEiAQYI0MxGSISMRgiExBEiAP5I0MxGSISMRgiExBEiAPaI0MxGSISMRgiExBEiAOyI0MxGSISMRgiExBEiAN5I0MxGSISMRgiExBEiANRI0MxGSISMRgiExBEiAMqI0MxGSISMRgiExBEiAMCI0MxGSISMRgiExBEiALjI0MxGSISMRgiExBEiAK7I0MxGSISMRgiExBEiAKVI0MxGSISQAATMRmBBRJAAAEAMRgiE0SIAmEjQzEYIhJEiAACI0OKAAAiJwUiZycGImcnByJnJwgiZykiZzIHjAApKWSLAAiBrAIIZ4mKAgAiSSgiSShJMQAyCRJEJwUnBWQjCGcnBWSMATIHjACLARaL/owGiwaMBYEUjAOLA4sGFQiMBIsEgYCABAxEiwMWVwYAUIv/jAaLBYsGUIwFiwSMA4sDFlcGAFCLABZQiwVQjAIriwEWULxIK4sBFlCLAr+JigEBKCuL/xZQvjUBNQA0AUQ0AIwAiYoBACJJKCJJKEknBycHZCMIZycHZIwBMgeMAIsBFov/FlCLABZQjAIqiwEWULxIKosBFlCLAr+JigEBKCqL/xZQvjUDNQI0A0Q0AowAiYoCACJJKCJJKEmAA2FlLYv+UL01BTUENAUURCqL/xZQvTUHNQY0B0QnBicGZCMIZycGZIwBMgeMAIsBFov+UIv/FlCLABZQjAInBIsBFlC8SCcEiwEWUIsCv4mKAQEoJwSL/xZQvjUJNQg0CUQ0CIwAiYoEACJJKCJJKEknBIv8FlC9NQs1CjQLRCqL/RZQvTUNNQw0DUQri/4WUL01DzUONA9EKWQyBwwURCcIJwhkIwhnJwhkjAEyB4wAiwEWi/wWUIv9FlCL/hZQi/8WUIsAFlCMAicJiwEWULxIJwmLARZQiwK/iYoBASgnCYv/FlC+NRE1EDQRRDQQjACJigEAIjIHjAApiwCL/whniYoBADEAMgkSRCuL/xZQvEiJigEAMQAyCRJEJwSL/xZQvEiJigEAMQAyCRJEKov/FlC8SImKAQAxADIJEkQnCYv/FlC8SImKAAAyBylkDUSxI7IQMgmyByKyCDIJsgmziYoAAChJNhoBjAA2GgKMAYsAiwGI/aKJigAAKCI2GgEXjAGLAYj+B4wAJwqLAFCwiYoAACI2GgEXjACLAIj+BYmKAAAoIjYaAReMAYsBiP4sjAAnCosAULCJigAAKCI2GgGMADYaAheMAYsAiwGI/iKJigAAKCI2GgEXjAGLAYj+bIwAJwqLAFCwiYoAACJHAzYaAReMADYaAheMATYaAxeMAjYaBBeMA4sAiwGLAosDiP5RiYoAACgiNhoBF4wBiwGI/rWMACcKiwBQsImKAAAiNhoBF4wAiwCI/rSJigAAIjYaAReMAIsAiP60iYoAACI2GgEXjACLAIj+tYmKAAAiNhoBF4wAiwCI/reJigAAIjYaAReMAIsAiP64iQ==', 'clear-state-program': 'CIEAQw==', 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 5}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32050832,1000,32050822,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 0}}, {'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 0}}, {'key': 'cG9sbGluZ19zdGF0aW9uX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 0}}, {'key': 'c3VibWlzc2lvbl9jb3VudGVy', 'value': {'action': 2, 'uint': 0}}, {'key': 'c3VibWlzc2lvbl9wZXJpb2Q=', 'value': {'action': 2, 'uint': 1691693399}}]",TIRJLX4NXBHLV527DXXG2HASJSW4V4TR4LDYKTJJEZJA5Z7BWABQ,3,32051822,0,1691693103,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'VYPT5UQcf8xYVv4ICZAbeRtqc5x68FMN/EPHLGBJkClvSKdy7R4aI3WWMSl/dTbsIGLmVEP5fR1yaOBy6zQ2DA=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAVnbG9yeQ==', 'AARBQ0RQ'], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071010,1000,32071005,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 1}}]",5MQZRXLQMLINWYNQU4PY3MKKZAEP6DRXNAULDP56OZAMU42NIUVA,9,32072005,0,1691759299,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'TzWEOrOHRAcaWwGMz4oPVopyICvKFyAV68IOKq7zEd50MCLFAe6Zq+zcAzMWkk1m/XNbaEAZ6qQvMkGmVwTzAw=='},appl
"{'accounts': [], 'application-args': ['aoMgfQ==', 'AAAAAAAAAAU='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071023,1000,32071018,testnet-v1.0,"[{'key': 'cG9sbGluZ19zdGF0aW9uX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 1}}]",DAN4F7PIA5EOFORELN7FGJQIHFELLI6XCQPYTEJEEDJCFB4K23AQ,0,32072018,0,1691759342,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'yubnDnkI0iuEZKTyrgnNf13jloMkAOiojv//9Ep5wHfHoN19qsxEV0mP56HONNFQmK1LjZ/u5dogmnakJAzhDw=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'QhAhDdKCTX/OGOZ/LsLPn7n7wbqrQx9xNphAgCWPaKc=', 'AAAAAAAAAAE='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071053,1000,32071048,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 1}}]",JKCIKPIEJHBDH7NUS5ER3EJDXZUNTMKSV2ZBRBSSF4ZG7YMICQ2Q,1,32072048,0,1691759442,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'Fzrk5tn3wzyXE2rBBGos1SzDhSka9pWErDnEGRxkFM69fqNnwshQUFiq0Lv5X6HwHGR8Zr70kwdXQVGmq7yDDQ=='},appl
"{'accounts': [], 'application-args': ['aoMgfQ==', 'AAAAAAAAAAQ='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071153,1000,32071147,testnet-v1.0,"[{'key': 'cG9sbGluZ19zdGF0aW9uX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 2}}]",7CMVBDAH3U6Y6VNREYBXCH6XOR7QLBLWANBJ5I6L6CRQSV7H76DA,0,32072147,0,1691759770,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': '6FLZnsxdKTaGDPbifSZNCBy3+jLeHG0MDg2TL8G3gABltX9LNBvTn38oADI8mUSVSi6Q4P0N6guwuUctxGI8AA=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AANCZW4=', 'AANBQ0Q='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071180,1000,32071173,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 2}}]",RZ3YTJLAACLJHDJP3BECSISUD75O5PJM2BU7R2OI734BSGVZ5VHA,0,32072173,0,1691759859,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': '9sYHQsKcwbA2zE3xgOnZh+Unv9dYlvNTwjow6v3+fU3Heqz6nexh56ieBY6rnBbsxJAKBsEj7IF3zN2UhBiLCg=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'S5keqKDupROsQupnS4Zmrz1sAXfunOEQxOHutIvg7ek=', 'AAAAAAAAAAI='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32071319,1000,32071313,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 2}}]",EHKQ3754L7ORMVN3RBIZ5JQD2BSA2N6HQRPLD3TSMJTOPSE2VODQ,0,32072313,0,1691760318,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'sse+5YDAbDM70sTAZuYNlxAFqj2cR0tW8XtSjHdRHEpbRXzzDbBTTSkijpCi5kDob+gjEGeW8IV/zOHy9csLBw=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AARCZW4x', 'AANBQ00='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176302,1000,32176296,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 3}}]",ZOIIUH7UKRSIFV6KBFOHYM57S6COAEFVCP6US5LMBLM3X6SMOVAA,0,32177296,0,1692105018,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'DIK99Q9JdjXTqC/BXxMtE8/K+pXksYf+2J1SBe1ZOJOnxbIV2kdL81xHhNs6iUhyZL6XdXzqA3xHRGK+5vkEDA=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', '206gMSgOXNl/cZ3fKiy76QosVdiIoHSWlraBkSZzq8Q=', 'AAAAAAAAAAI='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176395,1000,32176389,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 3}}]",7SUKRHH5LNH7RATSSUDZ6MOPPWIVNGW5SUMW5IRIWX7BOWOSI4XA,0,32177389,0,1692105320,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'PV8FtCNKgcTU85fCqbDGRly9icHlnwDIvDjMrio1H+rN/epVO8rxnpzzVRMNBs53HJkImSYGN8XoCDda/EVLBQ=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', '6JfO1F4/9uLHZ+9zzFGya3mV2SXZnHjlXN/tFMmBkFc=', 'AAAAAAAAAAI='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176770,1000,32176764,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 4}}]",EIIIP4GIXJJ7E3JLPDQWEEQIB3TKKG5DTRU6JBCGPLSEQDKDANVQ,22,32177764,0,1692106541,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'GcCNJ9mYRSAR7yGPZdw/z6KZFA3EnYWwtStum5+cAdkgu+XV0Oe9Y9Rzx++cjx/Lk6A6YWzhk7nqYMSvbDx8DA=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'Ej9JHOVZ4ogoO/xwRkvQw+nGU4Rw0zbvJW7QLo5f2QI=', 'AAAAAAAAAAI='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176837,1000,32176830,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 5}}]",SY3UEADAI7TUP2R7EBJ65UNSDL23KSRFZYMNH3MT7HEKB2ZFNJVQ,21,32177830,0,1692106759,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'CIWiVrAgPTgDNNEOSD49r7Pqf2Z73dEQ6lbNOhJpzYDh3JOa+oPEjrbSjEOb6zBF7oJ2E3cwMacY2PkYLDTuBA=='},appl
"{'accounts': [], 'application-args': ['aoMgfQ==', 'AAAAAAAAAAQ='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176926,1000,32176919,testnet-v1.0,"[{'key': 'cG9sbGluZ19zdGF0aW9uX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 3}}]",CI6TZCRXOZ6BSXYRKBNG7FH6CMGRKCGEAA4N25XUEQQRZMEWKOQA,0,32177919,0,1692107046,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'Sk4jHDFzEGO3RZURCRhqybAs+rsOn1zPbgBvXc6DR6qROeG5UCajvN/LOX1zs6O0hVbFIibwCNIUpJekIbBJAQ=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'Felmfzgf+QSjb4bAmkkiTfDbpBu3PNs+qYd5Hte1WaM=', 'AAAAAAAAAAM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176956,1000,32176949,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 6}}]",VPQYGROJV6WOMVLDRCY37NPCHDFD4EYTUPNWB37G3EXGPC7KV7CQ,3,32177949,0,1692107144,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'LBRIruUdCZ0SKlkxjQOoJn1w3f2qiEh9BFvs0CaldGk4yCP++UYgHp1BzZZ4xLsGLe5qus4riVzu+uOtpLt9Ag=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'e7goP73qnuhD5iELQRUtusyVeEcoqpov6CqQV9P9NFo=', 'AAAAAAAAAAM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32176993,1000,32176986,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 7}}]",P3SUCRLG5VMX2NJTS6A7CGS4EHEW5OIROATYPEUJT4XTJMXDCTVQ,17,32177986,0,1692107266,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': '+ru43N4nMGb/52h52P0k+ewtlDvN03Z/opDA7o4GKacw6lmFCPYvhTEDxhaeXzVnJNR7DDhW7OVifZ+pFnTvBQ=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'rjg27mJPE+46PTswEEg1vloqh9vie8IZPeaxGufJ56c=', 'AAAAAAAAAAM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32177015,1000,32177008,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 8}}]",VZYQ7JISP72NBZKM62BUKPXVDXX4RRDMXUUBFBGEUNDYJXIUSNFA,3,32178008,0,1692107337,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'vGkmh179RAR1spo7gnc3iisasNijjgNZRMgHF9rajeUTObKQD3Cdrd5R5wUvWlxTGO0/fNl8tT/s+av4q+cbAw=='},appl
"{'accounts': [], 'application-args': ['3uLiRA==', 'gAMkEES5pdma2+unw4YANsXGWCyccTJt5iAl/Am7kl4=', 'AAAAAAAAAAM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32177041,1000,32177034,testnet-v1.0,"[{'key': 'cG9sbGluZ19hZ2VudF9jb3VudGVy', 'value': {'action': 2, 'uint': 9}}]",V7SA7THIB6HZI4ZVDZOBKEAMEQ35NUBD6EVQVW6M5B43KIN7T4DA,17,32178034,0,1692107423,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': '0ZGL2u6xn6caHXj+RCjReFaenhCej37+/75MLtfZasZjPl++Tkra09PvxUpk77WH6kqKv9y3J8rQVbulTvW1AQ=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBQ08='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178262,1000,32178256,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 4}}]",S775DUJ4KNU3U642YG3BUB6CYCKCPKFH5UAWHS4LZSLL3ZMIYIRA,24,32179256,0,1692111422,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'R73fGPzF6IIOwHoLdPazt8kIqo0eR51D1qn0/VEgNeuKah7MKmlDnQCct+N5t4d8aLuF4kXvo7kZac4yACWwDw=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AARBREVD'], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178271,1000,32178264,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 5}}]",7J4LM43QVCQJYJEQTGQHN4RITA7KNUVN5G3Y4OOEB35FMMQYWOMA,11,32179264,0,1692111451,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'YxHE2GnF2vMFaL61WHtULI6vAxL3Tu9RhRn53tw/IOsmhBG5sxW+xHmYjsEIszsVZEoIpZb0t92D/aT84GNuDw=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBSUM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178280,1000,32178274,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 6}}]",IB2NSJCWXDU562EJI25BIKHN6M5RDURVEMX6RBCNZTKHXEIJ3TOQ,142,32179274,0,1692111480,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'th7/dlWf/oP+v7eaaLB1ZalH4PdswOVd1yQ14VHXNcNQ3UrxcS/b1dp3wx/Xnr7VsPPdYNgPFV3FrUCeVPkzBg=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBTkM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178292,1000,32178285,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 7}}]",XPJZ4WUKABIBKRHMM6YZ3U4FQEBSYQ2GQMI36Z7KGLAF6UNIIUAA,3,32179285,0,1692111519,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'ZGTBr0AxwVN57ZxGdJdPEI1qX1gkPau1c8yBhU2PjyQjvI3xu9+XLcsl9D/0jEZRloJUcdcwL9fOkkJARa8fDQ=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBUEM='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178298,1000,32178292,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 8}}]",MNGY3WZCC62W2LW4SIIXLQCYCRNQJHUPYORIW7U7FXMQ57OIBI7Q,68,32179292,0,1692111539,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'nC57ocrldjoB6PU496BsPk2+vb4i1SEZZeyn4w7WWy+QTmgmdcByLy81elgFxO8gJo+Vpuakof7CUhV3BsALDw=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBUlU='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178312,1000,32178305,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 9}}]",WZDFQCDQCFW7NL6MSEJ2QSJZD4CAXA3HDTNTV5ZE34AJEMAUGBVA,42,32179305,0,1692111584,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'EYwMBdYQfRyaYbZb00iKDT1uxKZ3w8g0mwbipt3xDPcgsLeiIXdYqXVPeUKHfzK/WwGuZ8cU6TzuwFHApGZSCw=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBU0M='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178328,1000,32178314,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 10}}]",PDFEH27VCYLNAOZATCWKMKYJHKVCEVMTTXCKYG6UCTNDM7MZJT7A,1,32179314,0,1692111636,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'H9Wy0YhF9GtBWA8A+OQA3klBZzRmEvpDHVALNDWUMuqUt+ddq9eanU5fekk+kAxxNAdP+90jhulrKtFfiNqIAQ=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AANBVE0='], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178339,1000,32178331,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 11}}]",PUEO5TX7TNZVRAHY5BBYZXLCFZQ3METDA4KH7GSOGHUM6XSEQPIQ,0,32179331,0,1692111672,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'bCqKpQv7BrQhZAwpHOvHuSMBpTJJI/NIKg/ReBPQoxi0TGZc1500MbFX6BTYyVzTw4D7w01H0/WAjmC1gJX+Cg=='},appl
"{'accounts': [], 'application-args': ['kDm24g==', 'AAA=', 'AARBQVNE'], 'application-id': 271974356, 'foreign-apps': [], 'foreign-assets': [], 'global-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'local-state-schema': {'num-byte-slice': 0, 'num-uint': 0}, 'on-completion': 'noop'}",32178350,1000,32178342,testnet-v1.0,"[{'key': 'Y2FuZGlkYXRlX2NvdW50ZXI=', 'value': {'action': 2, 'uint': 12}}]",CG2L5D63VW6MZK5ALFS5OOHBGRLLDY3NDNTDB64XTRMTFZS6WIEQ,0,32179342,0,1692111707,LLMQ2MSJXOO6VPSPS3G6OQ2IALA2CHURZ4XG6YJFCEW5WZE25IENFHT7WE,{'sig': 'tUE3HkOWWyc/9YkpWMZ+M7WgcXZeReDrKqcmXzgi6pAq1fipQOCf+y/P8Xwi4wpjowy4QHfoHbtXbH0QxkaECQ=='},appl
